"";"Preis";"Typ";"Getriebe";"PS";"kilometer";"Kraftstoff";"Marke";"alter";"brandModel"
"1700";1199;"kleinwagen";"manuell";50;125000;"benzin";"volkswagen";14;"volkswagen_lupo"
"1701";9850;"kombi";"automatik";232;150000;"diesel";"audi";9;"audi_a6"
"1702";1199;"limousine";"manuell";70;1e+07;"benzin";"audi";25;"audi_80"
"1703";2999;"limousine";"automatik";135;150000;"benzin";"renault";13;"renault_laguna"
"1704";46650;"cabrio";"automatik";272;50000;"benzin";"mercedes_benz";9;"mercedes_benz_sl"
"1705";3000;"kombi";"manuell";170;150000;"diesel";"mercedes_benz";13;"mercedes_benz_c_klasse"
"1706";2238;"kleinwagen";"manuell";75;125000;"benzin";"opel";13;"opel_corsa"
"1707";14500;"suv";"manuell";150;150000;"diesel";"honda";5;"honda_cr_reihe"
"1708";12400;"kombi";"automatik";190;150000;"diesel";"audi";5;"audi_a4"
"1709";9990;"kombi";"automatik";177;150000;"diesel";"bmw";10;"bmw_5er"
"1710";12990;"limousine";"automatik";143;50000;"benzin";"bmw";7;"bmw_1er"
"1711";22950;"limousine";"automatik";184;70000;"diesel";"volkswagen";3;"volkswagen_golf"
"1712";18500;"limousine";"automatik";184;70000;"diesel";"seat";3;"seat_leon"
"1713";550;"kleinwagen";"manuell";45;125000;"benzin";"volkswagen";21;"volkswagen_polo"
"1714";8350;"kombi";"manuell";102;90000;"benzin";"volkswagen";7;"volkswagen_touran"
"1715";1790;"kleinwagen";"manuell";82;150000;"diesel";"renault";13;"renault_clio"
"1716";1500;"limousine";"manuell";116;150000;"diesel";"volkswagen";16;"volkswagen_golf"
"1717";6200;"kleinwagen";"manuell";69;20000;"benzin";"ford";7;"ford_ka"
"1718";18500;"limousine";"manuell";260;60000;"benzin";"volkswagen";7;"volkswagen_golf"
"1719";1650;"kleinwagen";"manuell";80;150000;"benzin";"lancia";13;"lancia_ypsilon"
"1720";14500;"bus";"manuell";151;150000;"diesel";"volkswagen";16;"volkswagen_transporter"
"1721";12800;"limousine";"automatik";184;125000;"diesel";"bmw";5;"bmw_5er"
"1722";1590;"kombi";"manuell";116;125000;"benzin";"opel";17;"opel_vectra"
"1723";3800;"kleinwagen";"manuell";84;150000;"benzin";"mazda";11;"mazda_3_reihe"
"1724";14750;"suv";"automatik";261;150000;"diesel";"bmw";10;"bmw_x_reihe"
"1725";4200;"kleinwagen";"manuell";60;40000;"benzin";"opel";10;"opel_corsa"
"1726";4000;"kleinwagen";"manuell";60;90000;"benzin";"skoda";9;"skoda_fabia"
"1727";5500;"bus";"manuell";204;150000;"benzin";"volkswagen";12;"volkswagen_sharan"
"1728";5300;"limousine";"manuell";129;125000;"benzin";"mercedes_benz";15;"mercedes_benz_c_klasse"
"1729";2600;"limousine";"manuell";102;150000;"benzin";"audi";15;"audi_a3"
"1730";1200;"limousine";"automatik";224;150000;"benzin";"mercedes_benz";17;"mercedes_benz_s_klasse"
"1731";1450;"kleinwagen";"manuell";60;150000;"benzin";"nissan";17;"nissan_micra"
"1732";3650;"limousine";"manuell";105;1e+07;"benzin";"volkswagen";14;"volkswagen_bora"
"1733";3400;"limousine";"manuell";140;150000;"diesel";"fiat";11;"fiat_stilo"
"1734";6890;"kleinwagen";"manuell";75;50000;"benzin";"renault";5;"renault_clio"
"1735";2250;"limousine";"manuell";81;150000;"benzin";"toyota";18;"toyota_avensis"
"1736";1000;"kombi";"manuell";60;150000;"benzin";"volkswagen";16;"volkswagen_polo"
"1737";599;"limousine";"manuell";75;150000;"benzin";"opel";18;"opel_astra"
"1738";455;"kombi";"manuell";90;150000;"benzin";"renault";18;"renault_megane"
"1739";3000;"kombi";"automatik";198;150000;"diesel";"bmw";14;"bmw_5er"
"1740";16499;"kombi";"automatik";177;150000;"diesel";"audi";4;"audi_a6"
"1741";7800;"limousine";"manuell";122;125000;"diesel";"bmw";11;"bmw_1er"
"1742";1550;"kombi";"manuell";75;125000;"benzin";"opel";16;"opel_astra"
"1743";2400;"limousine";"manuell";150;150000;"benzin";"bmw";17;"bmw_3er"
"1744";3650;"kombi";"automatik";140;150000;"diesel";"audi";9;"audi_a4"
"1745";5425;"kombi";"manuell";140;150000;"cng";"volvo";13;"volvo_v70"
"1746";6999;"limousine";"automatik";218;150000;"diesel";"bmw";14;"bmw_7er"
"1747";1299;"kleinwagen";"manuell";64;150000;"benzin";"seat";14;"seat_ibiza"
"1748";1850;"coupe";"manuell";116;150000;"benzin";"bmw";14;"bmw_3er"
"1749";3350;"kleinwagen";"manuell";90;150000;"benzin";"honda";11;"honda_civic"
"1750";1350;"limousine";"manuell";102;150000;"benzin";"mercedes_benz";17;"mercedes_benz_a_klasse"
"1751";4950;"bus";"manuell";143;150000;"diesel";"mazda";9;"mazda_5_reihe"
"1752";3900;"kleinwagen";"manuell";69;125000;"benzin";"toyota";10;"toyota_yaris"
"1753";2350;"limousine";"manuell";145;150000;"diesel";"bmw";16;"bmw_5er"
"1754";390;"kleinwagen";"manuell";54;150000;"benzin";"renault";19;"renault_twingo"
"1755";2490;"kombi";"manuell";80;150000;"diesel";"opel";13;"opel_astra"
"1756";900;"kleinwagen";"manuell";60;150000;"benzin";"ford";17;"ford_fiesta"
"1757";11000;"limousine";"automatik";306;90000;"benzin";"bmw";8;"bmw_3er"
"1758";999;"limousine";"manuell";115;150000;"benzin";"skoda";16;"skoda_octavia"
"1759";6995;"kombi";"manuell";105;150000;"diesel";"volkswagen";8;"volkswagen_passat"
"1760";6200;"cabrio";"automatik";193;150000;"benzin";"mercedes_benz";17;"mercedes_benz_slk"
"1761";6900;"suv";"manuell";231;150000;"benzin";"bmw";15;"bmw_x_reihe"
"1762";1145;"kleinwagen";"manuell";45;1e+07;"benzin";"opel";21;"opel_corsa"
"1763";4900;"bus";"manuell";140;150000;"diesel";"volkswagen";12;"volkswagen_touran"
"1764";14900;"bus";"manuell";131;150000;"diesel";"volkswagen";10;"volkswagen_transporter"
"1765";1300;"limousine";"manuell";150;150000;"benzin";"volkswagen";19;"volkswagen_passat"
"1766";48000;"limousine";"automatik";557;90000;"benzin";"mercedes_benz";5;"mercedes_benz_500"
"1767";799;"kleinwagen";"manuell";54;150000;"benzin";"volkswagen";17;"volkswagen_lupo"
"1768";7500;"kombi";"automatik";163;150000;"diesel";"bmw";11;"bmw_5er"
"1769";4350;"kleinwagen";"manuell";88;1e+07;"benzin";"peugeot";10;"peugeot_2_reihe"
"1770";7200;"suv";"manuell";136;150000;"diesel";"nissan";10;"nissan_x_trail"
"1771";15000;"cabrio";"manuell";211;80000;"benzin";"audi";7;"audi_a3"
"1772";3600;"kleinwagen";"manuell";69;125000;"benzin";"ford";7;"ford_ka"
"1773";13100;"cabrio";"manuell";101;40000;"benzin";"fiat";3;"fiat_500"
"1774";5850;"suv";"automatik";140;150000;"diesel";"hyundai";10;"hyundai_tucson"
"1775";800;"limousine";"manuell";101;150000;"benzin";"kia";16;"kia_rio"
"1776";3500;"kombi";"automatik";170;150000;"benzin";"mercedes_benz";14;"mercedes_benz_e_klasse"
"1777";2800;"limousine";"manuell";125;150000;"benzin";"ford";13;"ford_mondeo"
"1778";7777;"limousine";"manuell";109;80000;"benzin";"hyundai";5;"hyundai_i_reihe"
"1779";1500;"kleinwagen";"manuell";53;125000;"benzin";"suzuki";14;"suzuki_swift"
"1780";8890;"limousine";"manuell";80;40000;"benzin";"volkswagen";7;"volkswagen_golf"
"1781";6100;"coupe";"manuell";110;125000;"benzin";"renault";6;"renault_megane"
"1782";1850;"limousine";"manuell";102;150000;"benzin";"bmw";29;"bmw_3er"
"1783";2650;"kleinwagen";"manuell";88;150000;"benzin";"renault";10;"renault_clio"
"1784";12500;"suv";"manuell";340;150000;"benzin";"porsche";13;"porsche_cayenne"
"1785";19900;"bus";"manuell";163;80000;"diesel";"mercedes_benz";3;"mercedes_benz_vito"
"1786";2990;"kleinwagen";"manuell";60;1e+07;"benzin";"seat";8;"seat_ibiza"
"1787";17450;"bus";"automatik";174;150000;"diesel";"volkswagen";9;"volkswagen_transporter"
"1788";25900;"limousine";"manuell";356;125000;"benzin";"volkswagen";10;"volkswagen_golf"
"1789";2450;"bus";"manuell";116;150000;"diesel";"ford";13;"ford_galaxy"
"1790";4990;"kleinwagen";"manuell";69;125000;"benzin";"fiat";7;"fiat_500"
"1791";1100;"limousine";"automatik";147;150000;"benzin";"opel";15;"opel_vectra"
"1792";3280;"kombi";"manuell";136;150000;"diesel";"mazda";12;"mazda_6_reihe"
"1793";550;"kleinwagen";"manuell";60;150000;"benzin";"fiat";16;"fiat_punto"
"1794";2990;"limousine";"manuell";75;90000;"benzin";"volkswagen";14;"volkswagen_beetle"
"1795";6699;"kleinwagen";"manuell";133;50000;"benzin";"renault";6;"renault_twingo"
"1796";4200;"cabrio";"manuell";116;150000;"benzin";"volkswagen";17;"volkswagen_golf"
"1797";4490;"kombi";"manuell";109;150000;"diesel";"peugeot";9;"peugeot_3_reihe"
"1798";3600;"kombi";"manuell";140;150000;"diesel";"skoda";11;"skoda_octavia"
"1799";14900;"cabrio";"manuell";120;30000;"benzin";"mini";7;"mini_cooper"
"1800";1799;"limousine";"manuell";122;150000;"benzin";"mercedes_benz";22;"mercedes_benz_c_klasse"
"1801";1150;"kleinwagen";"manuell";60;150000;"benzin";"peugeot";14;"peugeot_1_reihe"
"1802";650;"kleinwagen";"manuell";75;1e+07;"benzin";"ford";18;"ford_fiesta"
"1803";14900;"coupe";"automatik";218;150000;"benzin";"bmw";9;"bmw_3er"
"1804";8900;"limousine";"manuell";200;150000;"benzin";"volkswagen";10;"volkswagen_golf"
"1805";7999;"limousine";"manuell";204;150000;"diesel";"bmw";12;"bmw_3er"
"1806";3890;"kombi";"automatik";131;150000;"diesel";"volkswagen";12;"volkswagen_golf"
"1807";17900;"cabrio";"manuell";265;125000;"benzin";"bmw";10;"bmw_z_reihe"
"1808";21995;"kombi";"automatik";143;50000;"diesel";"mini";4;"mini_cooper"
"1809";19999;"limousine";"manuell";150;40000;"diesel";"volkswagen";3;"volkswagen_golf"
"1810";5900;"kleinwagen";"manuell";69;50000;"benzin";"fiat";4;"fiat_panda"
"1811";6950;"coupe";"manuell";170;150000;"benzin";"mercedes_benz";13;"mercedes_benz_clk"
"1812";7799;"cabrio";"manuell";200;125000;"benzin";"volkswagen";10;"volkswagen_eos"
"1813";8800;"kombi";"automatik";170;150000;"diesel";"mercedes_benz";8;"mercedes_benz_c_klasse"
"1814";1600;"limousine";"automatik";75;1e+07;"benzin";"volkswagen";24;"volkswagen_golf"
"1815";1300;"bus";"manuell";102;150000;"benzin";"citroen";14;"citroen_berlingo"
"1816";3990;"limousine";"manuell";109;125000;"diesel";"ford";11;"ford_focus"
"1817";16500;"coupe";"manuell";241;150000;"benzin";"opel";8;"opel_astra"
"1818";1400;"coupe";"manuell";115;150000;"benzin";"fiat";20;"fiat_bravo"
"1819";21499;"limousine";"automatik";239;150000;"diesel";"audi";7;"audi_q7"
"1820";9700;"suv";"automatik";250;150000;"diesel";"mercedes_benz";12;"mercedes_benz_m_klasse"
"1821";2950;"kleinwagen";"manuell";120;150000;"benzin";"volkswagen";17;"volkswagen_polo"
"1822";13600;"limousine";"manuell";160;1e+07;"diesel";"opel";6;"opel_insignia"
"1823";18200;"kombi";"manuell";160;90000;"benzin";"volkswagen";5;"volkswagen_passat"
"1824";4990;"cabrio";"manuell";144;1e+07;"benzin";"alfa_romeo";18;"alfa_romeo_spider"
"1825";3500;"limousine";"automatik";165;150000;"benzin";"audi";18;"audi_a6"
"1826";550;"limousine";"manuell";75;90000;"benzin";"peugeot";24;"peugeot_3_reihe"
"1827";900;"kleinwagen";"manuell";75;150000;"benzin";"peugeot";17;"peugeot_2_reihe"
"1828";4800;"kleinwagen";"manuell";60;90000;"benzin";"lancia";10;"lancia_ypsilon"
"1829";7300;"kombi";"manuell";105;80000;"diesel";"skoda";6;"skoda_fabia"
"1830";7500;"limousine";"automatik";224;150000;"diesel";"audi";12;"audi_a6"
"1831";14800;"suv";"automatik";340;150000;"benzin";"porsche";12;"porsche_cayenne"
"1832";899;"bus";"manuell";68;150000;"diesel";"volkswagen";22;"volkswagen_transporter"
"1833";3950;"cabrio";"manuell";140;150000;"benzin";"mazda";16;"mazda_mx_reihe"
"1834";7900;"bus";"manuell";136;150000;"benzin";"mercedes_benz";8;"mercedes_benz_b_klasse"
"1835";1000;"bus";"manuell";75;150000;"benzin";"renault";17;"renault_kangoo"
"1836";8333;"coupe";"automatik";218;125000;"benzin";"mercedes_benz";13;"mercedes_benz_clk"
"1837";1350;"kombi";"manuell";136;150000;"benzin";"honda";20;"honda_accord"
"1838";8650;"kombi";"automatik";204;150000;"diesel";"mercedes_benz";12;"mercedes_benz_e_klasse"
"1839";30490;"coupe";"automatik";306;80000;"benzin";"mercedes_benz";4;"mercedes_benz_e_klasse"
"1840";8500;"coupe";"manuell";241;150000;"benzin";"opel";10;"opel_astra"
"1841";4100;"kombi";"manuell";131;150000;"diesel";"audi";14;"audi_a4"
"1842";2400;"limousine";"manuell";105;150000;"benzin";"seat";13;"seat_leon"
"1843";8900;"kombi";"automatik";204;150000;"diesel";"audi";11;"audi_a4"
"1844";6499;"kleinwagen";"automatik";90;150000;"diesel";"opel";7;"opel_corsa"
"1845";73996;"cabrio";"manuell";420;125000;"benzin";"porsche";12;"porsche_911"
"1846";7900;"bus";"manuell";120;125000;"diesel";"fiat";6;"fiat_ducato"
"1847";6899;"coupe";"manuell";143;125000;"diesel";"mercedes_benz";15;"mercedes_benz_c_klasse"
"1848";1894;"cabrio";"manuell";95;150000;"benzin";"ford";13;"ford_ka"
"1849";24850;"limousine";"manuell";68;10000;"benzin";"mini";51;"mini_cooper"
"1850";1000;"limousine";"manuell";109;150000;"benzin";"mercedes_benz";26;"mercedes_benz_e_klasse"
"1851";13699;"kombi";"manuell";200;70000;"benzin";"alfa_romeo";6;"alfa_romeo_159"
"1852";4450;"kombi";"automatik";193;150000;"diesel";"bmw";15;"bmw_5er"
"1853";1550;"kleinwagen";"manuell";90;150000;"benzin";"opel";15;"opel_corsa"
"1854";28900;"limousine";"automatik";306;80000;"benzin";"bmw";5;"bmw_5er"
"1855";23000;"limousine";"automatik";235;125000;"diesel";"bmw";8;"bmw_5er"
"1856";1789;"kleinwagen";"manuell";65;150000;"diesel";"renault";13;"renault_clio"
"1857";3550;"kleinwagen";"manuell";60;150000;"benzin";"opel";7;"opel_corsa"
"1858";5649;"limousine";"automatik";260;150000;"diesel";"mercedes_benz";12;"mercedes_benz_s_klasse"
"1859";7490;"limousine";"manuell";80;1e+07;"benzin";"volkswagen";7;"volkswagen_golf"
"1860";800;"limousine";"manuell";116;150000;"benzin";"ford";17;"ford_mondeo"
"1861";7500;"kleinwagen";"manuell";90;50000;"benzin";"honda";6;"honda_jazz"
"1862";1250;"kleinwagen";"manuell";60;150000;"benzin";"fiat";15;"fiat_punto"
"1863";1200;"kleinwagen";"manuell";60;150000;"benzin";"opel";20;"opel_corsa"
"1864";3333;"kleinwagen";"manuell";65;1e+07;"benzin";"kia";7;"kia_picanto"
"1865";5700;"bus";"manuell";95;150000;"diesel";"mercedes_benz";6;"mercedes_benz_sprinter"
"1866";3999;"limousine";"manuell";136;150000;"diesel";"mercedes_benz";12;"mercedes_benz_a_klasse"
"1867";3999;"cabrio";"manuell";110;1e+07;"benzin";"mazda";15;"mazda_mx_reihe"
"1868";8900;"kleinwagen";"manuell";99;50000;"benzin";"toyota";3;"toyota_yaris"
"1869";3350;"limousine";"manuell";75;125000;"benzin";"volkswagen";15;"volkswagen_golf"
"1870";5200;"kleinwagen";"manuell";131;150000;"diesel";"skoda";11;"skoda_fabia"
"1871";14999;"cabrio";"manuell";170;60000;"benzin";"bmw";8;"bmw_1er"
"1872";4900;"kombi";"manuell";110;125000;"diesel";"volkswagen";13;"volkswagen_passat"
"1873";9199;"kleinwagen";"manuell";69;10000;"benzin";"fiat";4;"fiat_500"
"1874";1199;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";16;"volkswagen_polo"
"1875";2099;"kleinwagen";"manuell";60;1e+07;"benzin";"opel";13;"opel_corsa"
"1876";550;"kleinwagen";"manuell";43;150000;"benzin";"renault";18;"renault_clio"
"1877";1150;"limousine";"manuell";125;150000;"benzin";"audi";20;"audi_a3"
"1878";11500;"bus";"manuell";125;50000;"diesel";"opel";5;"opel_zafira"
"1879";13200;"kombi";"automatik";272;150000;"diesel";"bmw";11;"bmw_5er"
"1880";10500;"bus";"automatik";140;40000;"diesel";"volkswagen";3;"volkswagen_touran"
"1881";1450;"limousine";"manuell";116;125000;"benzin";"opel";17;"opel_vectra"
"1882";7600;"limousine";"automatik";150;150000;"diesel";"audi";11;"audi_a4"
"1883";28000;"bus";"automatik";179;125000;"diesel";"volkswagen";6;"volkswagen_transporter"
"1884";4250;"kombi";"manuell";150;150000;"diesel";"bmw";13;"bmw_3er"
"1885";2000;"limousine";"manuell";75;150000;"benzin";"volkswagen";17;"volkswagen_golf"
"1886";1100;"kombi";"manuell";116;150000;"diesel";"ford";13;"ford_mondeo"
"1887";5800;"bus";"manuell";70;150000;"diesel";"volkswagen";28;"volkswagen_transporter"
"1888";13200;"kombi";"manuell";170;150000;"diesel";"audi";6;"audi_a3"
"1889";10000;"kombi";"manuell";140;40000;"diesel";"volkswagen";3;"volkswagen_passat"
"1890";7900;"kombi";"manuell";140;150000;"diesel";"audi";9;"audi_a3"
"1891";1800;"limousine";"manuell";75;150000;"benzin";"volkswagen";17;"volkswagen_golf"
"1892";3000;"cabrio";"manuell";150;150000;"benzin";"bmw";22;"bmw_3er"
"1893";2500;"bus";"manuell";75;90000;"benzin";"renault";10;"renault_modus"
"1894";2699;"limousine";"manuell";120;150000;"diesel";"seat";13;"seat_leon"
"1895";3900;"kombi";"manuell";115;150000;"benzin";"volkswagen";13;"volkswagen_touran"
"1896";4350;"kleinwagen";"manuell";82;70000;"benzin";"ford";8;"ford_fiesta"
"1897";3000;"coupe";"manuell";163;150000;"benzin";"mercedes_benz";15;"mercedes_benz_c_klasse"
"1898";19000;"limousine";"manuell";250;125000;"benzin";"volkswagen";9;"volkswagen_golf"
"1899";7000;"suv";"automatik";272;150000;"lpg";"mercedes_benz";15;"mercedes_benz_m_klasse"
"1900";1699;"limousine";"manuell";116;150000;"benzin";"mazda";18;"mazda_6_reihe"
"1901";1250;"kombi";"manuell";125;150000;"benzin";"volkswagen";19;"volkswagen_passat"
"1902";3999;"kombi";"manuell";155;150000;"benzin";"opel";13;"opel_signum"
"1903";7990;"limousine";"manuell";109;1e+07;"lpg";"hyundai";5;"hyundai_i_reihe"
"1904";18500;"limousine";"automatik";204;1e+07;"benzin";"mercedes_benz";9;"mercedes_benz_c_klasse"
"1905";1790;"kombi";"manuell";125;150000;"benzin";"opel";15;"opel_vectra"
"1906";1200;"limousine";"manuell";102;150000;"benzin";"bmw";21;"bmw_3er"
"1907";2499;"kleinwagen";"manuell";54;150000;"benzin";"volkswagen";11;"volkswagen_fox"
"1908";4150;"limousine";"manuell";140;150000;"diesel";"volkswagen";12;"volkswagen_golf"
"1909";1800;"limousine";"manuell";116;150000;"diesel";"ford";12;"ford_focus"
"1910";2190;"limousine";"manuell";75;150000;"benzin";"volkswagen";16;"volkswagen_golf"
"1911";5999;"kleinwagen";"manuell";175;150000;"diesel";"audi";12;"audi_a3"
"1912";10680;"kleinwagen";"manuell";90;40000;"benzin";"volkswagen";4;"volkswagen_polo"
"1913";14444;"kombi";"automatik";140;150000;"diesel";"volkswagen";5;"volkswagen_passat"
"1914";4000;"kleinwagen";"manuell";80;1e+07;"benzin";"opel";9;"opel_corsa"
"1915";10900;"limousine";"manuell";122;40000;"benzin";"volkswagen";6;"volkswagen_golf"
"1916";1200;"bus";"manuell";75;150000;"benzin";"citroen";18;"citroen_berlingo"
"1917";9990;"kombi";"manuell";177;150000;"diesel";"bmw";8;"bmw_3er"
"1918";5700;"limousine";"manuell";116;150000;"benzin";"volkswagen";12;"volkswagen_golf"
"1919";4000;"suv";"automatik";250;150000;"diesel";"mercedes_benz";13;"mercedes_benz_m_klasse"
"1920";3300;"limousine";"manuell";75;150000;"benzin";"dacia";7;"dacia_sandero"
"1921";12200;"cabrio";"manuell";200;125000;"benzin";"audi";8;"audi_a3"
"1922";2650;"limousine";"manuell";105;150000;"benzin";"bmw";15;"bmw_3er"
"1923";19500;"limousine";"automatik";231;150000;"diesel";"mercedes_benz";6;"mercedes_benz_c_klasse"
"1924";1250;"limousine";"manuell";174;150000;"benzin";"audi";21;"audi_a8"
"1925";5200;"kombi";"manuell";140;150000;"diesel";"volkswagen";9;"volkswagen_golf"
"1926";1250;"limousine";"manuell";125;150000;"benzin";"audi";17;"audi_a4"
"1927";13000;"suv";"automatik";239;60000;"diesel";"audi";5;"audi_q5"
"1928";9100;"kombi";"manuell";122;1e+07;"benzin";"volkswagen";7;"volkswagen_passat"
"1929";1250;"kombi";"manuell";122;150000;"benzin";"mercedes_benz";19;"mercedes_benz_c_klasse"
"1930";650;"kombi";"manuell";90;150000;"diesel";"volkswagen";21;"volkswagen_passat"
"1931";3950;"kleinwagen";"manuell";64;1e+07;"benzin";"volkswagen";11;"volkswagen_polo"
"1932";6999;"limousine";"manuell";122;150000;"diesel";"bmw";10;"bmw_1er"
"1933";11450;"limousine";"manuell";140;50000;"benzin";"opel";7;"opel_insignia"
"1934";1250;"limousine";"manuell";100;30000;"benzin";"audi";17;"audi_a4"
"1935";6800;"suv";"manuell";170;150000;"diesel";"kia";10;"kia_sorento"
"1936";20850;"bus";"automatik";173;50000;"diesel";"renault";3;"renault_espace"
"1937";6900;"kleinwagen";"manuell";68;80000;"diesel";"dacia";6;"dacia_sandero"
"1938";2200;"limousine";"manuell";125;150000;"benzin";"ford";15;"ford_mondeo"
"1939";2000;"limousine";"manuell";150;150000;"benzin";"audi";19;"audi_a4"
"1940";1190;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";17;"volkswagen_polo"
"1941";9990;"kleinwagen";"automatik";68;50000;"diesel";"citroen";4;"citroen_c3"
"1942";3999;"suv";"manuell";145;125000;"benzin";"hyundai";11;"hyundai_santa"
"1943";16799;"suv";"automatik";224;150000;"diesel";"mercedes_benz";9;"mercedes_benz_m_klasse"
"1944";17999;"cabrio";"manuell";231;80000;"benzin";"mercedes_benz";23;"mercedes_benz_sl"
"1945";2500;"kombi";"manuell";197;150000;"benzin";"mercedes_benz";17;"mercedes_benz_c_klasse"
"1946";3000;"kleinwagen";"manuell";75;150000;"benzin";"volkswagen";14;"volkswagen_polo"
"1947";4190;"kleinwagen";"manuell";75;150000;"benzin";"volkswagen";11;"volkswagen_polo"
"1948";3900;"kleinwagen";"manuell";90;150000;"diesel";"volkswagen";10;"volkswagen_golf"
"1949";1350;"limousine";"manuell";90;150000;"benzin";"volkswagen";24;"volkswagen_gl"
"1950";3490;"kombi";"automatik";179;150000;"diesel";"audi";12;"audi_a4"
"1951";9999;"kombi";"manuell";177;150000;"diesel";"bmw";8;"bmw_5er"
"1952";6300;"cabrio";"manuell";71;40000;"benzin";"smart";7;"smart_fortwo"
"1953";8490;"cabrio";"manuell";90;90000;"benzin";"mini";9;"mini_one"
"1954";20000;"limousine";"automatik";184;40000;"diesel";"seat";2;"seat_leon"
"1955";21000;"cabrio";"manuell";170;125000;"benzin";"bmw";23;"bmw_3er"
